v,t,filtered_v
-0.00027,5403.924174,-0.265531
-0.00012,5403.928175,-0.121918
-0.00011,5403.932175,-0.107439
-0.0002,5403.936175,-0.1972
-0.00024,5403.940175,-0.235083
-0.00029,5403.944175,-0.28815
-0.00015,5403.948175,-0.147213
-0.0003,5403.952176,-0.298989
-0.00018,5403.956176,-0.183196
-0.0003,5403.960176,-0.297929
-0.00024,5403.964176,-0.240058
-0.0003,5403.968176,-0.301892
-0.00041,5403.972177,-0.414591
-0.00032,5403.976177,-0.315501
-0.00023,5403.980177,-0.228043
-0.00027,5403.984177,-0.268178
-0.00032,5403.988177,-0.324715
-0.00035,5403.992177,-0.346969
-0.00036,5403.996178,-0.364013
-0.00037,5404.000178,-0.368054
-0.00024,5404.004178,-0.244665
-0.00039,5404.008178,-0.385346
-0.00041,5404.012178,-0.412731
-0.00036,5404.016178,-0.361024
-0.00044,5404.020179,-0.441731
-0.00037,5404.024179,-0.36793
-0.00029,5404.028179,-0.291401
-0.00032,5404.032179,-0.315232
-0.00038,5404.036179,-0.380949
-0.00038,5404.04018,-0.379225
-0.00034,5404.04418,-0.338346
-0.00039,5404.04818,-0.389689
-0.00036,5404.05218,-0.359407
-0.00045,5404.05618,-0.447387
-0.00048,5404.06018,-0.481941
-0.0005,5404.064181,-0.498016
-0.00042,5404.068181,-0.415984
-0.0004,5404.072181,-0.401633
-0.00039,5404.076181,-0.387481
-0.00039,5404.080181,-0.386315
-0.00034,5404.084182,-0.339155
-0.00047,5404.088182,-0.469287
-0.00046,5404.092182,-0.459868
-0.00031,5404.096182,-0.308291
-0.00032,5404.100182,-0.320966
-0.00035,5404.104182,-0.350249
-0.00029,5404.108183,-0.292998
-0.00048,5404.112183,-0.480646
-0.00035,5404.116183,-0.351489
-0.00041,5404.120183,-0.412906
-0.0004,5404.124183,-0.403485
-0.00037,5404.128183,-0.369578
-0.00039,5404.132184,-0.391711
-0.00033,5404.136184,-0.330284
-0.00038,5404.140184,-0.3836
-0.00038,5404.144184,-0.382941
-0.00044,5404.148184,-0.435273
-0.00028,5404.152185,-0.278819
-0.00041,5404.156185,-0.411683
-0.00032,5404.160185,-0.320851
-0.00036,5404.164185,-0.364699
-0.00035,5404.168185,-0.346815
-0.00026,5404.172185,-0.262282
-0.00026,5404.176186,-0.264895
-0.00032,5404.180186,-0.315935
-0.00029,5404.184186,-0.289858
-0.00025,5404.188186,-0.24898
-0.00024,5404.192186,-0.235799
-0.00026,5404.196186,-0.263167
-0.00029,5404.200187,-0.288569
-0.0002,5404.204187,-0.196769
-0.00016,5404.208187,-0.158351
-0.00018,5404.212187,-0.179885
-0.0003,5404.216187,-0.298949
-0.00024,5404.220188,-0.236868
-0.00017,5404.224188,-0.171075
-0.00018,5404.228188,-0.178147
-0.0002,5404.232188,-0.198098
-0.00013,5404.236188,-0.132883
-0.00013,5404.240188,-0.131471
-0.00011,5404.244189,-0.10722
-0.00016,5404.248189,-0.15931
-9e-05,5404.252189,-0.09492
-0.00013,5404.256189,-0.125528
-0.00015,5404.260189,-0.150483
-6e-05,5404.26419,-0.056093
-8e-05,5404.26819,-0.080621
-0.00014,5404.27219,-0.136257
-3e-05,5404.27619,-0.031222
-7e-05,5404.28019,-0.070162
-2e-05,5404.28419,-0.022638
-8e-05,5404.288191,-0.082178
5e-05,5404.292191,0.048108
5e-05,5404.296191,0.050827
3e-05,5404.300191,0.026271
3e-05,5404.304191,0.030777
3e-05,5404.308191,0.033293
5e-05,5404.312192,0.054579
5e-05,5404.316192,0.053231
4e-05,5404.320192,0.038511
6e-05,5404.324192,0.062209
0.00013,5404.328192,0.128148
0.00018,5404.332193,0.176786
0.00013,5404.336193,0.125413
0.00015,5404.340193,0.151641
0.00012,5404.344193,0.124005
0.00016,5404.348193,0.164389
0.00015,5404.352193,0.14784
0.00028,5404.356194,0.282916
0.00015,5404.360194,0.153204
0.00033,5404.364194,0.327465
0.00014,5404.368194,0.136594
0.00016,5404.372194,0.15671
9e-05,5404.376194,0.094987
0.00025,5404.380195,0.251513
0.00023,5404.384195,0.229267
0.00024,5404.388195,0.240173
0.00022,5404.392195,0.216935
0.00027,5404.396195,0.270357
0.0002,5404.400196,0.204937
0.00031,5404.404196,0.306014
0.00043,5404.408196,0.434583
0.00021,5404.412196,0.209303
0.00039,5404.416196,0.3888
0.00032,5404.420196,0.324787
0.0004,5404.424197,0.403745
0.00081,5404.428197,0.813271
0.00156,5404.432197,1.563826
0.00105,5404.436197,1.051688
0.00045,5404.440197,0.449022
0.00034,5404.444198,0.335775
0.00031,5404.448198,0.308243
0.00042,5404.452198,0.422205
0.00033,5404.456198,0.333949
0.00028,5404.460198,0.278028
0.00034,5404.464198,0.343802
0.00037,5404.468199,0.371504
0.00035,5404.472199,0.353042
0.00034,5404.476199,0.336321
0.00029,5404.480199,0.294526
0.00041,5404.484199,0.410221
0.00039,5404.488199,0.389897
0.00035,5404.4922,0.352046
0.00044,5404.4962,0.437271
0.00034,5404.5002,0.341501
0.00041,5404.5042,0.411271
0.00043,5404.5082,0.433523
0.00034,5404.512201,0.341773
0.0003,5404.516201,0.298577
0.00045,5404.520201,0.445454
0.00038,5404.524201,0.37577
0.00043,5404.528201,0.427461
0.00041,5404.532201,0.410615
0.00036,5404.536202,0.364875
0.00033,5404.540202,0.32757
0.00042,5404.544202,0.420173
0.00034,5404.548202,0.340367
0.00036,5404.552202,0.356466
0.00034,5404.556202,0.33743
0.00035,5404.560203,0.349883
0.00027,5404.564203,0.266696
0.00032,5404.568203,0.322634
0.00035,5404.572203,0.346247
0.00027,5404.576203,0.266499
0.00034,5404.580204,0.335952
0.00036,5404.584204,0.362793
0.00035,5404.588204,0.349286
0.00028,5404.592204,0.28356
0.00026,5404.596204,0.257261
0.00025,5404.600204,0.248757
0.0003,5404.604205,0.304757
0.00037,5404.608205,0.369628
0.00023,5404.612205,0.226451
0.00035,5404.616205,0.350028
0.00024,5404.620205,0.236802
0.00026,5404.624206,0.259043
0.00031,5404.628206,0.305621
0.00017,5404.632206,0.169341
0.00018,5404.636206,0.181048
0.00021,5404.640206,0.211901
0.00026,5404.644206,0.263295
0.00026,5404.648207,0.256597
0.00015,5404.652207,0.146738
0.00019,5404.656207,0.186607
0.00013,5404.660207,0.129496
0.00016,5404.664207,0.15625
0.0002,5404.668207,0.195996
0.00014,5404.672208,0.143028
0.0002,5404.676208,0.202683
0.00015,5404.680208,0.145631
0.00015,5404.684208,0.145321
0.00017,5404.688208,0.165286
9e-05,5404.692209,0.090296
2e-05,5404.696209,0.022447
4e-05,5404.700209,0.044475
0.00014,5404.704209,0.141696
-3e-05,5404.708209,-0.02875
0.00013,5404.712209,0.125573
1e-05,5404.71621,0.012145
7e-05,5404.72021,0.068072
-9e-05,5404.72421,-0.085152
-4e-05,5404.72821,-0.041387
2e-05,5404.73221,0.023363
-0.00013,5404.73621,-0.13261
-6e-05,5404.740211,-0.058203
-2e-05,5404.744211,-0.022862
-2e-05,5404.748211,-0.024543
-0.00021,5404.752211,-0.207184
-5e-05,5404.756211,-0.052005
-0.00021,5404.760212,-0.208772
-0.00018,5404.764212,-0.182518
-7e-05,5404.768212,-0.070751
-0.00016,5404.772212,-0.163958
-0.00011,5404.776212,-0.105726
-0.00015,5404.780212,-0.149207
-0.00018,5404.784213,-0.178175
-0.00013,5404.788213,-0.128327
-0.00011,5404.792213,-0.107697
-0.0002,5404.796213,-0.196155
-0.00024,5404.800213,-0.243293
-0.00022,5404.804214,-0.223488
-0.00011,5404.808214,-0.110285
-0.00032,5404.812214,-0.319086
-0.00032,5404.816214,-0.323532
-0.00025,5404.820214,-0.251682
-0.00026,5404.824214,-0.263912
-0.0002,5404.828215,-0.195053
-0.00022,5404.832215,-0.219345
-0.00035,5404.836215,-0.35083
-0.00024,5404.840215,-0.243722
-0.00026,5404.844215,-0.257599
-0.00032,5404.848215,-0.322325
-0.00034,5404.852216,-0.336578
-0.00036,5404.856216,-0.360962
-0.00039,5404.860216,-0.393235
-0.00036,5404.864216,-0.358428
-0.00031,5404.868216,-0.307665
-0.00034,5404.872217,-0.340333
-0.00031,5404.876217,-0.311083
-0.0003,5404.880217,-0.298753
-0.00042,5404.884217,-0.423519
-0.00034,5404.888217,-0.335755
-0.00031,5404.892217,-0.310776
-0.0003,5404.896218,-0.300545
-0.00038,5404.900218,-0.383996
-0.00027,5404.904218,-0.27478
-0.00034,5404.908218,-0.339674
-0.00028,5404.912218,-0.278213
-0.00039,5404.916218,-0.387365
-0.00038,5404.920219,-0.384592
-0.00042,5404.924219,-0.421104
-0.00043,5404.928219,-0.426985
-0.00039,5404.932219,-0.388047
-0.00039,5404.936219,-0.391309
-0.00039,5404.94022,-0.391283
-0.00033,5404.94422,-0.333816
-0.00037,5404.94822,-0.373416
-0.00039,5404.95222,-0.388374
-0.00039,5404.95622,-0.389651
-0.0004,5404.96022,-0.400631
-0.00041,5404.964221,-0.40816
-0.00041,5404.968221,-0.411597
-0.00038,5404.972221,-0.382263
-0.00035,5404.976221,-0.350019
-0.00043,5404.980221,-0.429896
-0.0004,5404.984222,-0.401298
-0.00037,5404.988222,-0.367227
-0.00035,5404.992222,-0.35366
-0.00033,5404.996222,-0.332465
-0.00038,5405.000222,-0.380899
-0.00037,5405.004222,-0.365051
-0.00044,5405.008223,-0.438542
-0.0003,5405.012223,-0.30227
-0.00037,5405.016223,-0.365679
-0.00035,5405.020223,-0.34742
-0.00041,5405.024223,-0.414092
-0.00023,5405.028223,-0.230306
-0.00028,5405.032224,-0.277353
-0.00032,5405.036224,-0.322841
-0.00031,5405.040224,-0.306372
-0.00024,5405.044224,-0.241819
-0.00035,5405.048224,-0.351278
-0.00027,5405.052225,-0.265221
-0.00018,5405.056225,-0.182517
-0.00026,5405.060225,-0.2586
-0.00024,5405.064225,-0.239278
-0.00025,5405.068225,-0.253618
-0.00027,5405.072225,-0.266506
-0.00017,5405.076226,-0.171761
-0.00021,5405.080226,-0.213247
-0.00014,5405.084226,-0.1447
-0.00018,5405.088226,-0.184091
-0.00014,5405.092226,-0.136487
-0.00015,5405.096226,-0.149321
-0.00021,5405.100227,-0.214866
-7e-05,5405.104227,-0.068307
-2e-05,5405.108227,-0.020992
-0.00013,5405.112227,-0.133939
-0.00013,5405.116227,-0.125676
-0.00011,5405.120228,-0.114975
-6e-05,5405.124228,-0.057612
-0.00011,5405.128228,-0.105284
-5e-05,5405.132228,-0.051941
-0.00013,5405.136228,-0.132171
-4e-05,5405.140228,-0.03667
-4e-05,5405.144229,-0.036885
-0.0001,5405.148229,-0.097784
1e-05,5405.152229,0.005197
-0.0,5405.156229,-0.003902
7e-05,5405.160229,0.069147
3e-05,5405.16423,0.033154
3e-05,5405.16823,0.026091
0.0001,5405.17223,0.096558
0.0001,5405.17623,0.09854
9e-05,5405.18023,0.093443
7e-05,5405.18423,0.072835
0.00015,5405.188231,0.148487
0.00014,5405.192231,0.142756
5e-05,5405.196231,0.0507
0.00012,5405.200231,0.122715
0.00012,5405.204231,0.118094
0.00024,5405.208231,0.243862
0.00019,5405.212232,0.19302
7e-05,5405.216232,0.072629
0.0001,5405.220232,0.102248
0.00024,5405.224232,0.241062
0.00017,5405.228232,0.171219
0.00021,5405.232233,0.211531
0.00018,5405.236233,0.178372
0.00025,5405.240233,0.246702
0.00016,5405.244233,0.156321
0.00025,5405.248233,0.254082
0.00032,5405.252233,0.323374
0.00027,5405.256234,0.271647
0.00028,5405.260234,0.28165
0.00025,5405.264234,0.253451
0.00035,5405.268234,0.353388
0.00027,5405.272234,0.273373
0.00024,5405.276234,0.237671
0.00028,5405.280235,0.279967
0.00032,5405.284235,0.320764
0.0004,5405.288235,0.404228
0.00056,5405.292235,0.562116
0.00112,5405.296235,1.122743
0.00157,5405.300236,1.572154
0.00074,5405.304236,0.73522
0.00044,5405.308236,0.441758
0.0003,5405.312236,0.296765
0.00039,5405.316236,0.387561
0.00035,5405.320236,0.353158
0.00041,5405.324237,0.410288
0.00044,5405.328237,0.439482
0.00038,5405.332237,0.379403
0.00036,5405.336237,0.363657
0.0004,5405.340237,0.397096
0.00044,5405.344238,0.442333
0.0004,5405.348238,0.40153
0.0005,5405.352238,0.498849
0.0004,5405.356238,0.399523
0.00036,5405.360238,0.356585
0.00032,5405.364238,0.324225
0.00039,5405.368239,0.39102
0.00034,5405.372239,0.343839
0.00041,5405.376239,0.410296
0.00048,5405.380239,0.476526
0.00037,5405.384239,0.373906
0.00035,5405.388239,0.348131
0.0004,5405.39224,0.397247
0.00049,5405.39624,0.493282
0.00029,5405.40024,0.286144
0.00036,5405.40424,0.357804
0.0004,5405.40824,0.404291
0.00034,5405.412241,0.342898
0.0004,5405.416241,0.396417
0.00039,5405.420241,0.387616
0.00037,5405.424241,0.371056
0.00034,5405.428241,0.341467
0.00038,5405.432241,0.381236
0.0004,5405.436242,0.39721
0.00038,5405.440242,0.381546
0.00043,5405.444242,0.428953
0.00031,5405.448242,0.309071
0.00028,5405.452242,0.281765
0.00023,5405.456242,0.230773
0.00032,5405.460243,0.320463
0.00033,5405.464243,0.329369
0.00037,5405.468243,0.367194
0.0002,5405.472243,0.196616
0.0003,5405.476243,0.302391
0.00027,5405.480244,0.273721
0.00027,5405.484244,0.272746
0.00019,5405.488244,0.19456
0.00013,5405.492244,0.131916
0.00023,5405.496244,0.234497
0.00023,5405.500244,0.231302
0.0002,5405.504245,0.200215
0.0002,5405.508245,0.196189
0.00024,5405.512245,0.237345
0.00017,5405.516245,0.174985
0.00019,5405.520245,0.185271
0.00017,5405.524246,0.170283
0.00024,5405.528246,0.239856
0.00023,5405.532246,0.226783
0.00012,5405.536246,0.120748
8e-05,5405.540246,0.078873
9e-05,5405.544246,0.088222
9e-05,5405.548247,0.094286
0.00017,5405.552247,0.171977
0.00011,5405.556247,0.111817
0.00014,5405.560247,0.141423
8e-05,5405.564247,0.079926
0.0,5405.568247,0.00147
4e-05,5405.572248,0.035552
6e-05,5405.576248,0.058964
2e-05,5405.580248,0.024513
-1e-05,5405.584248,-0.009512
3e-05,5405.588248,0.033019
2e-05,5405.592249,0.017363
2e-05,5405.596249,0.021416
-5e-05,5405.600249,-0.046385
2e-05,5405.604249,0.021501
7e-05,5405.608249,0.073864
-0.00011,5405.612249,-0.112316
-4e-05,5405.61625,-0.043573
-0.00011,5405.62025,-0.106955
-5e-05,5405.62425,-0.047149
-0.0001,5405.62825,-0.095372
-9e-05,5405.63225,-0.089485
-8e-05,5405.636251,-0.075198
-0.0002,5405.640251,-0.196536
-0.00011,5405.644251,-0.11267
-5e-05,5405.648251,-0.054934
-0.00014,5405.652251,-0.142045
-7e-05,5405.656251,-0.072106
-0.00024,5405.660252,-0.244242
-0.00024,5405.664252,-0.237501
-0.0003,5405.668252,-0.302221
-0.00011,5405.672252,-0.112233
-0.00021,5405.676252,-0.21029
-0.00018,5405.680252,-0.179653
-0.00021,5405.684253,-0.207644
-0.0002,5405.688253,-0.195659
-0.00028,5405.692253,-0.284174
-0.00016,5405.696253,-0.158957
-0.00027,5405.700253,-0.274942
-0.00025,5405.704254,-0.250375
-0.00032,5405.708254,-0.322763
-0.00027,5405.712254,-0.2721
-0.00029,5405.716254,-0.294649
-0.00026,5405.720254,-0.263378
-0.00032,5405.724254,-0.324071
-0.00032,5405.728255,-0.317619
-0.00046,5405.732255,-0.457083
-0.00045,5405.736255,-0.45045
-0.00032,5405.740255,-0.319758
-0.00038,5405.744255,-0.378165
-0.0004,5405.748255,-0.396641
-0.00032,5405.752256,-0.32195
-0.0003,5405.756256,-0.30487
-0.00038,5405.760256,-0.37623
-0.00031,5405.764256,-0.313284
-0.00034,5405.768256,-0.341365
-0.00041,5405.772257,-0.412953
-0.00027,5405.776257,-0.270898
-0.00036,5405.780257,-0.357667
-0.00039,5405.784257,-0.392082
-0.00036,5405.788257,-0.364933
-0.00035,5405.792257,-0.354629
-0.00045,5405.796258,-0.449886
-0.00037,5405.800258,-0.365011
-0.00043,5405.804258,-0.425145
-0.00038,5405.808258,-0.377151
-0.00037,5405.812258,-0.374833
-0.00031,5405.816259,-0.310288
-0.00036,5405.820259,-0.360869
-0.00045,5405.824259,-0.452896
-0.0004,5405.828259,-0.395829
-0.00035,5405.832259,-0.349589
-0.00031,5405.836259,-0.313303
-0.00037,5405.84026,-0.371918
-0.00044,5405.84426,-0.443488
-0.00036,5405.84826,-0.3624
-0.00037,5405.85226,-0.368658
-0.00041,5405.85626,-0.413988
-0.00036,5405.86026,-0.35691
-0.00045,5405.864261,-0.449252
-0.00043,5405.868261,-0.428087
-0.00039,5405.872261,-0.392721
-0.00042,5405.876261,-0.415245
-0.00044,5405.880261,-0.443559
-0.00037,5405.884262,-0.372004
-0.00033,5405.888262,-0.327313
-0.00032,5405.892262,-0.316705
-0.00026,5405.896262,-0.256086
-0.00025,5405.900262,-0.248988
-0.00029,5405.904262,-0.286908
-0.00026,5405.908263,-0.262601
-0.00032,5405.912263,-0.315151
-0.00031,5405.916263,-0.307224
-0.00031,5405.920263,-0.306877
-0.00033,5405.924263,-0.333135
-0.00023,5405.928263,-0.231338
-0.00025,5405.932264,-0.251588
-0.00022,5405.936264,-0.216799
-0.00023,5405.940264,-0.231428
-0.0003,5405.944264,-0.304015
-0.00021,5405.948264,-0.213341
-0.00011,5405.952265,-0.110383
-0.0002,5405.956265,-0.204243
-0.00017,5405.960265,-0.16598
-0.00017,5405.964265,-0.166901
-0.00016,5405.968265,-0.163179
-0.00022,5405.972265,-0.21833
-0.0002,5405.976266,-0.19615
-7e-05,5405.980266,-0.071662
-9e-05,5405.984266,-0.090145
-8e-05,5405.988266,-0.080741
-0.00014,5405.992266,-0.138325
-6e-05,5405.996267,-0.056937
-0.0001,5406.000267,-0.104998
-0.0001,5406.004267,-0.096296
7e-05,5406.008267,0.067081
-3e-05,5406.012267,-0.031744
-4e-05,5406.016267,-0.044064
5e-05,5406.020268,0.051386
-2e-05,5406.024268,-0.018387
-1e-05,5406.028268,-0.01387
3e-05,5406.032268,0.02907
-9e-05,5406.036268,-0.09251
-0.0,5406.040268,-0.004091
7e-05,5406.044269,0.065159
0.0,5406.048269,0.003759
0.00012,5406.052269,0.116611
0.00022,5406.056269,0.224402
9e-05,5406.060269,0.091971
0.00016,5406.06427,0.160239
8e-05,5406.06827,0.076021
7e-05,5406.07227,0.073853
0.00013,5406.07627,0.128626
0.00017,5406.08027,0.170078
0.00017,5406.08427,0.170645
0.00012,5406.088271,0.122037
0.0002,5406.092271,0.203974
0.00016,5406.096271,0.157471
0.00022,5406.100271,0.217509
0.00024,5406.104271,0.239067
0.00029,5406.108271,0.286258
0.00024,5406.112272,0.239834
0.0002,5406.116272,0.200465
0.00013,5406.120272,0.127895
0.00025,5406.124272,0.254188
0.00026,5406.128272,0.263787
0.00021,5406.132273,0.21302
0.00032,5406.136273,0.320017
0.00043,5406.140273,0.431542
0.00025,5406.144273,0.253029
0.00028,5406.148273,0.278645
0.00031,5406.152273,0.312306
0.0004,5406.156274,0.404783
0.00065,5406.160274,0.654885
0.00137,5406.164274,1.37475
0.00132,5406.168274,1.317032
0.00067,5406.172274,0.668921
0.00036,5406.176275,0.360302
0.00031,5406.180275,0.307126
0.00045,5406.184275,0.449334
0.00029,5406.188275,0.2919
0.00037,5406.192275,0.374758
0.00038,5406.196275,0.380954
0.00042,5406.200276,0.422274
0.00047,5406.204276,0.470547
0.0004,5406.208276,0.402603
0.00039,5406.212276,0.390033
0.00036,5406.216276,0.360225
0.00043,5406.220276,0.43275
0.00045,5406.224277,0.445909
0.00035,5406.228277,0.34809
0.00042,5406.232277,0.422181
0.00033,5406.236277,0.330359
0.00039,5406.240277,0.394829
0.00035,5406.244278,0.352418
0.00027,5406.248278,0.266771
0.00041,5406.252278,0.405882
0.00043,5406.256278,0.429052
0.00033,5406.260278,0.332667
0.00043,5406.264278,0.432989
0.00044,5406.268279,0.435322
0.00035,5406.272279,0.35433
0.0004,5406.276279,0.396514
0.00041,5406.280279,0.408385
0.00032,5406.284279,0.319972
0.00036,5406.288279,0.358414
0.00036,5406.29228,0.361055
0.00033,5406.29628,0.32962
0.0004,5406.30028,0.399511
0.00037,5406.30428,0.372473
0.0004,5406.30828,0.399237
0.00036,5406.312281,0.355694
0.00047,5406.316281,0.465514
0.00037,5406.320281,0.371366
0.00027,5406.324281,0.265876
0.00036,5406.328281,0.357082
0.00032,5406.332281,0.320922
0.00028,5406.336282,0.275944
0.00023,5406.340282,0.232807
0.00026,5406.344282,0.264466
0.00031,5406.348282,0.314508
0.00035,5406.352282,0.346088
0.0003,5406.356283,0.304913
0.00019,5406.360283,0.192646
0.00024,5406.364283,0.239273
0.0002,5406.368283,0.19934
0.0002,5406.372283,0.199022
0.00018,5406.376283,0.179221
0.00025,5406.380284,0.247339
0.00024,5406.384284,0.240162
0.0002,5406.388284,0.203997
0.00021,5406.392284,0.209935
0.00014,5406.396284,0.136865
0.00013,5406.400284,0.134076
0.00019,5406.404285,0.191466
0.00018,5406.408285,0.18282
0.00011,5406.412285,0.106082
0.00018,5406.416285,0.178981
0.00016,5406.420285,0.161403
0.00013,5406.424286,0.130876
0.0001,5406.428286,0.099971
5e-05,5406.432286,0.04501
7e-05,5406.436286,0.068696
0.0001,5406.440286,0.097444
0.0001,5406.444286,0.097274
-1e-05,5406.448287,-0.011023
2e-05,5406.452287,0.021214
7e-05,5406.456287,0.07272
-5e-05,5406.460287,-0.050816
-9e-05,5406.464287,-0.092414
-3e-05,5406.468287,-0.026062
-1e-05,5406.472288,-0.012025
-2e-05,5406.476288,-0.017415
-1e-05,5406.480288,-0.0116
-4e-05,5406.484288,-0.042284
-0.00011,5406.488288,-0.105475
-4e-05,5406.492289,-0.038322
-7e-05,5406.496289,-0.069098
-8e-05,5406.500289,-0.078838
-0.00014,5406.504289,-0.142179
-8e-05,5406.508289,-0.075148
-0.00018,5406.512289,-0.179013
-0.0002,5406.51629,-0.19687
-0.00017,5406.52029,-0.167571
-0.00021,5406.52429,-0.208521
-0.00019,5406.52829,-0.192925
-0.00024,5406.53229,-0.235453
-0.00023,5406.536291,-0.227924
-0.00019,5406.540291,-0.186625
-0.00017,5406.544291,-0.167344
-0.00033,5406.548291,-0.328696
-0.00018,5406.552291,-0.180257
-0.00026,5406.556291,-0.259107
-0.00021,5406.560292,-0.210701
-0.00026,5406.564292,-0.264055
-0.00018,5406.568292,-0.183981
-0.00036,5406.572292,-0.35782
-0.00032,5406.576292,-0.317054
-0.00033,5406.580292,-0.334107
-0.00041,5406.584293,-0.413359
-0.00025,5406.588293,-0.248376
-0.00032,5406.592293,-0.320053
-0.00037,5406.596293,-0.373718
-0.00037,5406.600293,-0.367589
-0.0003,5406.604294,-0.301161
-0.00042,5406.608294,-0.415408
-0.0003,5406.612294,-0.303206
-0.00033,5406.616294,-0.330885
-0.00041,5406.620294,-0.414421
-0.00036,5406.624294,-0.355787
-0.00039,5406.628295,-0.38796
-0.00042,5406.632295,-0.423493
-0.00042,5406.636295,-0.41803
-0.00041,5406.640295,-0.405162
-0.0003,5406.644295,-0.29664
-0.00048,5406.648295,-0.482603
-0.00036,5406.652296,-0.357316
-0.00031,5406.656296,-0.307453
-0.00036,5406.660296,-0.359216
-0.00034,5406.664296,-0.340142
-0.00035,5406.668296,-0.351807
-0.00041,5406.672297,-0.412333
-0.00037,5406.676297,-0.370812
-0.00044,5406.680297,-0.443555
-0.0004,5406.684297,-0.402502
-0.0004,5406.688297,-0.40111
-0.00049,5406.692297,-0.492973
-0.00034,5406.696298,-0.339813
-0.0005,5406.700298,-0.499204
-0.00038,5406.704298,-0.379186
-0.00041,5406.708298,-0.410617
-0.0003,5406.712298,-0.300352
-0.0003,5406.716299,-0.302067
-0.00032,5406.720299,-0.317829
-0.00036,5406.724299,-0.35946
-0.00039,5406.728299,-0.385382
-0.00044,5406.732299,-0.44467
-0.00037,5406.736299,-0.372378
-0.00039,5406.7403,-0.385322
-0.00037,5406.7443,-0.374721
-0.00033,5406.7483,-0.326681
-0.00032,5406.7523,-0.316569
-0.00042,5406.7563,-0.421097
-0.00018,5406.7603,-0.177244
-0.00021,5406.764301,-0.213585
-0.00029,5406.768301,-0.29342
-0.00038,5406.772301,-0.38344
-0.00033,5406.776301,-0.333794
-0.00034,5406.780301,-0.340851
-0.00023,5406.784302,-0.234021
-0.00033,5406.788302,-0.327645
-0.00024,5406.792302,-0.235348
-0.0002,5406.796302,-0.203003
-0.00025,5406.800302,-0.247069
-9e-05,5406.804302,-0.089726
-0.00025,5406.808303,-0.247132
-0.00022,5406.812303,-0.222797
-0.0002,5406.816303,-0.197616
-0.0002,5406.820303,-0.201534
-0.00011,5406.824303,-0.110434
-0.00017,5406.828303,-0.168283
-0.00013,5406.832304,-0.127661
-0.0002,5406.836304,-0.202669
-0.00012,5406.840304,-0.119964
-0.00015,5406.844304,-0.153112
-0.00013,5406.848304,-0.134722
-1e-05,5406.852305,-0.014029
-0.00021,5406.856305,-0.214814
-0.00013,5406.860305,-0.128093
-6e-05,5406.864305,-0.061634
-0.0001,5406.868305,-0.101282
-7e-05,5406.872305,-0.066739
-5e-05,5406.876306,-0.050964
-3e-05,5406.880306,-0.02508
-0.00011,5406.884306,-0.106738
3e-05,5406.888306,0.03148
-6e-05,5406.892306,-0.064982
-0.0,5406.896307,-0.00039
-0.0,5406.900307,-0.004225
-6e-05,5406.904307,-0.056489
1e-05,5406.908307,0.012359
5e-05,5406.912307,0.048075
3e-05,5406.916307,0.025004
0.00012,5406.920308,0.117638
1e-05,5406.924308,0.014172
0.00015,5406.928308,0.153013
0.00013,5406.932308,0.130908
0.0001,5406.936308,0.100099
7e-05,5406.940308,0.070263
5e-05,5406.944309,0.054446
0.00019,5406.948309,0.188767
0.00016,5406.952309,0.159919
0.00021,5406.956309,0.20531
0.00023,5406.960309,0.227945
0.00018,5406.96431,0.184947
0.00025,5406.96831,0.254856
0.00022,5406.97231,0.217589
0.00025,5406.97631,0.254764
0.00028,5406.98031,0.278063
0.0002,5406.98431,0.195709
0.00028,5406.988311,0.275423
0.00023,5406.992311,0.228899
0.00028,5406.996311,0.278191
0.00023,5407.000311,0.227359
0.00031,5407.004311,0.308324
0.00024,5407.008311,0.243839
0.00028,5407.012312,0.279218
0.00026,5407.016312,0.258542
0.0003,5407.020312,0.295328
0.00038,5407.024312,0.382162
0.00092,5407.028312,0.922633
0.00165,5407.032313,1.649786
0.001,5407.036313,0.998507
0.00041,5407.040313,0.40707
0.00037,5407.044313,0.368723
0.00036,5407.048313,0.364532
0.00037,5407.052313,0.367992
0.00031,5407.056314,0.310331
0.00038,5407.060314,0.382904
0.00037,5407.064314,0.369635
0.0004,5407.068314,0.402007
0.00036,5407.072314,0.361735
0.00036,5407.076315,0.359245
0.0003,5407.080315,0.30171
0.0004,5407.084315,0.402875
0.00028,5407.088315,0.278142
0.00042,5407.092315,0.421293
0.0004,5407.096315,0.404859
0.00043,5407.100316,0.430055
0.0003,5407.104316,0.297564
0.00043,5407.108316,0.43093
0.00039,5407.112316,0.390406
0.0004,5407.116316,0.404029
0.00049,5407.120316,0.488302
0.00048,5407.124317,0.479199
0.00039,5407.128317,0.389506
0.0003,5407.132317,0.302188
0.00039,5407.136317,0.389398
0.00043,5407.140317,0.427418
0.00049,5407.144318,0.487704
0.00023,5407.148318,0.233362
0.00036,5407.152318,0.362342
0.0003,5407.156318,0.295707
0.00044,5407.160318,0.435781
0.00039,5407.164318,0.390279
0.00032,5407.168319,0.318419
0.00035,5407.172319,0.347257
0.00037,5407.176319,0.36791
0.00045,5407.180319,0.448253
0.00038,5407.184319,0.380303
0.00029,5407.188319,0.291405
0.00031,5407.19232,0.314721
0.0003,5407.19632,0.298365
0.00028,5407.20032,0.281684
0.00025,5407.20432,0.25223
0.00028,5407.20832,0.277647
